"01","241","Montrevel-en-Bresse","MONTREVEL-EN-BRESSE","montrevel-en-bresse","01340"
"01","242","Nurieux-Volognat","NURIEUX-VOLOGNAT","nurieux-volognat","01460"
"01","243","Murs-et-Gélignieux","MURS-ET-GELIGNIEUX","murs-et-gaclignieux","01300"
"01","244","Nantua","NANTUA","nantua","01130-01460"
"01","245","Nattages","NATTAGES","nattages","01300"
"01","246","Neuville-les-Dames","NEUVILLE-LES-DAMES","neuville-les-dames","01400"
"01","247","Neuville-sur-Ain","NEUVILLE-SUR-AIN","neuville-sur-ain","01160"
"01","248","Neyrolles (Les)","NEYROLLES (LES)","neyrolles-les","01130"
"01","249","Neyron","NEYRON","neyron","01700"
"01","250","Niévroz","NIEVROZ","niacvroz","01120"
"01","251","Nivollet-Montgriffon","NIVOLLET-MONTGRIFFON","nivollet-montgriffon","01230"
"01","252","Oncieu","ONCIEU","oncieu","01230"
"01","253","Ordonnaz","ORDONNAZ","ordonnaz","01510"
"01","254","Ornex","ORNEX","ornex","01210"
"01","255","Outriaz","OUTRIAZ","outriaz","01430"
"01","256","Oyonnax","OYONNAX","oyonnax","01100"
"01","257","Ozan","OZAN","ozan","01190"
"01","258","Parcieux","PARCIEUX","parcieux","01600"
"01","259","Parves","PARVES","parves","01300"
"01","260","Péron","PERON","pacron","01630"
"01","261","Péronnas","PERONNAS","pacronnas","01960"
"01","262","Pérouges","PEROUGES","pacrouges","01800"
"01","263","Perrex","PERREX","perrex","01540"
"01","264","Petit-Abergement (Le)","PETIT-ABERGEMENT (LE)","petit-abergement-le","01260"
"01","265","Peyriat","PEYRIAT","peyriat","01430"
"01","266","Peyrieu","PEYRIEU","peyrieu","01300"
"01","267","Peyzieux-sur-Saône","PEYZIEUX-SUR-SAÔNE","peyzieux-sur-saane","01140"
"01","268","Pirajoux","PIRAJOUX","pirajoux","01270"
"01","269","Pizay","PIZAY","pizay","01120"
"01","270","Plagne","PLAGNE","plagne","01130"
"01","271","Plantay (Le)","PLANTAY (LE)","plantay-le","01330"
"01","272","Poizat (Le)","POIZAT (LE)","poizat-le","01130"
"01","273","Polliat","POLLIAT","polliat","01310"
"01","274","Pollieu","POLLIEU","pollieu","01350"
"01","275","Poncin","PONCIN","poncin","01450"
"01","276","Pont-d'Ain","PONT-D'AIN","pont-dain","01160"
"01","277","Pont-de-Vaux","PONT-DE-VAUX","pont-de-vaux","01190"
"01","278","Pont-de-Veyle","PONT-DE-VEYLE","pont-de-veyle","01290"
"01","279","Port","PORT","port","01460"
"01","280","Pougny","POUGNY","pougny","01550"
"01","281","Pouillat","POUILLAT","pouillat","01250"
"01","282","Prémeyzel","PREMEYZEL","pracmeyzel","01300"
"01","283","Prémillieu","PREMILLIEU","pracmillieu","01110-01510"
"01","284","Pressiat","PRESSIAT","pressiat","01370"
"01","285","Prévessin-Moëns","PREVESSIN-MOENS","pracvessin-moans","01280"
"01","286","Priay","PRIAY","priay","01160"
"01","287","Pugieu","PUGIEU","pugieu","01510"
"01","288","Ramasse","RAMASSE","ramasse","01250"
"01","289","Rancé","RANCE","rancac","01390"
"01","290","Relevant","RELEVANT","relevant","01990"
"01","291","Replonges","REPLONGES","replonges","01750"
"01","292","Revonnas","REVONNAS","revonnas","01250"
"01","293","Reyrieux","REYRIEUX","reyrieux","01600"
"01","294","Reyssouze","REYSSOUZE","reyssouze","01190"
"01","295","Rignieux-le-Franc","RIGNIEUX-LE-FRANC","rignieux-le-franc","01800"
"01","296","Romans","ROMANS","romans","01400"
"01","297","Rossillon","ROSSILLON","rossillon","01510"
"01","298","Ruffieu","RUFFIEU","ruffieu","01260"
"01","299","Saint-Alban","SAINT-ALBAN","saint-alban","01450"
"01","300","Saint-André-de-Bâgé","SAINT-ANDRE-DE-BÂGE","saint-andrac-de-bacgac","01380"
"01","301","Saint-André-de-Corcy","SAINT-ANDRE-DE-CORCY","saint-andrac-de-corcy","01390"
"01","302","Saint-André-d'Huiriat","SAINT-ANDRE-D'HUIRIAT","saint-andrac-dhuiriat","01290"
"01","303","Saint-André-le-Bouchoux","SAINT-ANDRE-LE-BOUCHOUX","saint-andrac-le-bouchoux","01240"
"01","304","Saint-André-sur-Vieux-Jonc","SAINT-ANDRE-SUR-VIEUX-JONC","saint-andrac-sur-vieux-jonc","01960"
"01","305","Saint-Bénigne","SAINT-BENIGNE","saint-bacnigne","01190"
"01","306","Saint-Benoît","SAINT-BENOET","saint-benoart","01300"
"01","307","Saint-Bernard","SAINT-BERNARD","saint-bernard","01600"
"01","308","Saint-Bois","SAINT-BOIS","saint-bois","01300"
"01","309","Saint-Champ","SAINT-CHAMP","saint-champ","01300"
"01","310","Sainte-Croix","SAINTE-CROIX","sainte-croix","01120"
"01","311","Saint-Cyr-sur-Menthon","SAINT-CYR-SUR-MENTHON","saint-cyr-sur-menthon","01380"
"01","312","Saint-Denis-lès-Bourg","SAINT-DENIS-LES-BOURG","saint-denis-las-bourg","01000"
"01","313","Saint-Denis-en-Bugey","SAINT-DENIS-EN-BUGEY","saint-denis-en-bugey","01500"
"01","314","Saint-Didier-d'Aussiat","SAINT-DIDIER-D'AUSSIAT","saint-didier-daussiat","01340"
"01","315","Saint-Didier-de-Formans","SAINT-DIDIER-DE-FORMANS","saint-didier-de-formans","01600"
"01","316","Saint-Didier-sur-Chalaronne","SAINT-DIDIER-SUR-CHALARONNE","saint-didier-sur-chalaronne","01140"
"01","317","Saint-Éloi","SAINT-ELOI","saint-a","01800"
"01","318","Saint-Étienne-du-Bois","SAINT-ETIENNE-DU-BOIS","saint-a","01370"
"01","319","Saint-Étienne-sur-Chalaronne","SAINT-ETIENNE-SUR-CHALARONNE","saint-a","01140"
"01","320","Saint-Étienne-sur-Reyssouze","SAINT-ETIENNE-SUR-REYSSOUZE","saint-a","01190"
"01","321","Sainte-Euphémie","SAINTE-EUPHEMIE","sainte-euphacmie","01600"
"01","322","Saint-Genis-Pouilly","SAINT-GENIS-POUILLY","saint-genis-pouilly","01630"
"01","323","Saint-Genis-sur-Menthon","SAINT-GENIS-SUR-MENTHON","saint-genis-sur-menthon","01380"
"01","324","Saint-Georges-sur-Renon","SAINT-GEORGES-SUR-RENON","saint-georges-sur-renon","01400"
"01","325","Saint-Germain-de-Joux","SAINT-GERMAIN-DE-JOUX","saint-germain-de-joux","01130"
"01","326","Saint-Germain-les-Paroisses","SAINT-GERMAIN-LES-PAROISSES","saint-germain-les-paroisses","01300"
"01","327","Saint-Germain-sur-Renon","SAINT-GERMAIN-SUR-RENON","saint-germain-sur-renon","01240"
"01","328","Saint-Jean-de-Gonville","SAINT-JEAN-DE-GONVILLE","saint-jean-de-gonville","01630"
"01","329","Saint-Jean-de-Niost","SAINT-JEAN-DE-NIOST","saint-jean-de-niost","01800"
"01","330","Saint-Jean-de-Thurigneux","SAINT-JEAN-DE-THURIGNEUX","saint-jean-de-thurigneux","01390"
"01","331","Saint-Jean-le-Vieux","SAINT-JEAN-LE-VIEUX","saint-jean-le-vieux","01640"
"01","332","Saint-Jean-sur-Reyssouze","SAINT-JEAN-SUR-REYSSOUZE","saint-jean-sur-reyssouze","01560"
"01","333","Saint-Jean-sur-Veyle","SAINT-JEAN-SUR-VEYLE","saint-jean-sur-veyle","01290"
"01","334","Sainte-Julie","SAINTE-JULIE","sainte-julie","01150"
"01","335","Saint-Julien-sur-Reyssouze","SAINT-JULIEN-SUR-REYSSOUZE","saint-julien-sur-reyssouze","01560"
"01","336","Saint-Julien-sur-Veyle","SAINT-JULIEN-SUR-VEYLE","saint-julien-sur-veyle","01540"
"01","337","Saint-Just","SAINT-JUST","saint-just","01250"
"01","338","Saint-Laurent-sur-Saône","SAINT-LAURENT-SUR-SAÔNE","saint-laurent-sur-saane","01750"
"01","339","Saint-Marcel","SAINT-MARCEL","saint-marcel","01390"
"01","340","Saint-Martin-de-Bavel","SAINT-MARTIN-DE-BAVEL","saint-martin-de-bavel","01510"
"01","341","Saint-Martin-du-Frêne","SAINT-MARTIN-DU-FRENE","saint-martin-du-fraane","01430"
"01","342","Saint-Martin-du-Mont","SAINT-MARTIN-DU-MONT","saint-martin-du-mont","01160"
"01","343","Saint-Martin-le-Châtel","SAINT-MARTIN-LE-CHÂTEL","saint-martin-le-chactel","01310"
"01","344","Saint-Maurice-de-Beynost","SAINT-MAURICE-DE-BEYNOST","saint-maurice-de-beynost","01700"
"01","345","Saint-Maurice-de-Gourdans","SAINT-MAURICE-DE-GOURDANS","saint-maurice-de-gourdans","01800"
"01","346","Saint-Maurice-de-Rémens","SAINT-MAURICE-DE-REMENS","saint-maurice-de-racmens","01500"
"01","347","Saint-Nizier-le-Bouchoux","SAINT-NIZIER-LE-BOUCHOUX","saint-nizier-le-bouchoux","01560"
"01","348","Saint-Nizier-le-Désert","SAINT-NIZIER-LE-DESERT","saint-nizier-le-dacsert","01320"
"01","349","Sainte-Olive","SAINTE-OLIVE","sainte-olive","01330"
"01","350","Saint-Paul-de-Varax","SAINT-PAUL-DE-VARAX","saint-paul-de-varax","01240"
"01","351","Saint-Rambert-en-Bugey","SAINT-RAMBERT-EN-BUGEY","saint-rambert-en-bugey","01230"
"01","352","Saint-Rémy","SAINT-REMY","saint-racmy","01310"
"01","353","Saint-Sorlin-en-Bugey","SAINT-SORLIN-EN-BUGEY","saint-sorlin-en-bugey","01150"
"01","354","Saint-Sulpice","SAINT-SULPICE","saint-sulpice","01340"
"01","355","Saint-Trivier-de-Courtes","SAINT-TRIVIER-DE-COURTES","saint-trivier-de-courtes","01560"
"01","356","Saint-Trivier-sur-Moignans","SAINT-TRIVIER-SUR-MOIGNANS","saint-trivier-sur-moignans","01990"
"01","357","Saint-Vulbas","SAINT-VULBAS","saint-vulbas","01150"
"01","358","Salavre","SALAVRE","salavre","01270"
"01","359","Samognat","SAMOGNAT","samognat","01580"
"01","360","Sandrans","SANDRANS","sandrans","01400"
"01","361","Sault-Brénaz","SAULT-BRENAZ","sault-bracnaz","01150"
"01","362","Sauverny","SAUVERNY","sauverny","01220"
"01","363","Savigneux","SAVIGNEUX","savigneux","01480"
"01","364","Ségny","SEGNY","sacgny","01170"
"01","365","Seillonnaz","SEILLONNAZ","seillonnaz","01470"
"01","366","Sergy","SERGY","sergy","01630"
"01","367","Sermoyer","SERMOYER","sermoyer","01190"
"01","368","Serrières-de-Briord","SERRIERES-DE-BRIORD","serriares-de-briord","01470"
"01","369","Serrières-sur-Ain","SERRIERES-SUR-AIN","serriares-sur-ain","01450"
"01","370","Servas","SERVAS","servas","01960"
"01","371","Servignat","SERVIGNAT","servignat","01560"
"01","372","Seyssel","SEYSSEL","seyssel","01420"
"01","373","Simandre-sur-Suran","SIMANDRE-SUR-SURAN","simandre-sur-suran","01250"
"01","374","Songieu","SONGIEU","songieu","01260"
"01","375","Sonthonnax-la-Montagne","SONTHONNAX-LA-MONTAGNE","sonthonnax-la-montagne","01580"
"01","376","Souclin","SOUCLIN","souclin","01150"
"01","377","Sulignat","SULIGNAT","sulignat","01400"
"01","378","Surjoux","SURJOUX","surjoux","01420"
